Altitude,Temperature,Pressure,Density,Speed_of_sound
35895,239.556,491.61899,0.007149,310.27629
35902.5,239.577,491.093469,0.007141,310.289889
35910,239.598,490.568556,0.007133,310.303488
35917.5,239.619,490.04425,0.007124,310.317086
35925,239.64,489.52055,0.007116,310.330684
35932.5,239.661,488.997455,0.007108,310.344281
35940,239.682,488.474965,0.0071,310.357877
35947.5,239.703,487.95308,0.007092,310.371473
35955,239.724,487.431797,0.007083,310.385068
35962.5,239.745,486.911117,0.007075,310.398663
35970,239.766,486.391039,0.007067,310.412257
35977.5,239.787,485.871561,0.007059,310.425851
35985,239.808,485.352684,0.007051,310.439444
35992.5,239.829,484.834406,0.007043,310.453036
36000,239.85,484.316727,0.007034,310.466628
36007.5,239.871,483.799646,0.007026,310.480219
36015,239.892,483.283163,0.007018,310.493809
36022.5,239.913,482.767275,0.00701,310.507399
36030,239.934,482.251984,0.007002,310.520989
36037.5,239.955,481.737288,0.006994,310.534577
36045,239.976,481.223186,0.006986,310.548165
36052.5,239.997,480.709677,0.006978,310.561753
36060,240.018,480.196761,0.00697,310.57534
36067.5,240.039,479.684438,0.006962,310.588926
36075,240.06,479.172706,0.006954,310.602512
36082.5,240.081,478.661564,0.006946,310.616097
36090,240.102,478.151012,0.006938,310.629682
36097.5,240.123,477.641049,0.00693,310.643266
36105,240.144,477.131675,0.006922,310.656849
36112.5,240.165,476.622889,0.006914,310.670432
36120,240.186,476.114689,0.006906,310.684014
36127.5,240.207,475.607076,0.006898,310.697596
36135,240.228,475.100048,0.00689,310.711177
36142.5,240.249,474.593605,0.006882,310.724757
36150,240.27,474.087746,0.006874,310.738337
36157.5,240.291,473.58247,0.006866,310.751916
36165,240.312,473.077777,0.006858,310.765495
36172.5,240.333,472.573666,0.00685,310.779073
36180,240.354,472.070136,0.006842,310.79265
36187.5,240.375,471.567186,0.006834,310.806227
36195,240.396,471.064816,0.006826,310.819803
36202.5,240.417,470.563025,0.006819,310.833379
36210,240.438,470.061813,0.006811,310.846954
36217.5,240.459,469.561178,0.006803,310.860529
36225,240.48,469.061119,0.006795,310.874103
36232.5,240.501,468.561637,0.006787,310.887676
36240,240.522,468.062731,0.006779,310.901249
36247.5,240.543,467.564399,0.006772,310.914821
36255,240.564,467.066641,0.006764,310.928392
36262.5,240.585,466.569456,0.006756,310.941963
36270,240.606,466.072844,0.006748,310.955533
36277.5,240.627,465.576804,0.00674,310.969103
36285,240.648,465.081335,0.006733,310.982672
36292.5,240.669,464.586436,0.006725,310.996241
36300,240.69,464.092107,0.006717,311.009809
36307.5,240.711,463.598347,0.006709,311.023376
36315,240.732,463.105156,0.006702,311.036943
36322.5,240.753,462.612532,0.006694,311.050509
36330,240.774,462.120475,0.006686,311.064075
36337.5,240.795,461.628984,0.006679,311.07764
36345,240.816,461.138059,0.006671,311.091204
36352.5,240.837,460.647698,0.006663,311.104768
36360,240.858,460.157902,0.006656,311.118331
36367.5,240.879,459.668669,0.006648,311.131894
36375,240.9,459.179999,0.00664,311.145456
36382.5,240.921,458.691891,0.006633,311.159017
36390,240.942,458.204344,0.006625,311.172578
36397.5,240.963,457.717358,0.006617,311.186139
36405,240.984,457.230932,0.00661,311.199698
36412.5,241.005,456.745065,0.006602,311.213257
36420,241.026,456.259756,0.006595,311.226816
36427.5,241.047,455.775006,0.006587,311.240374
36435,241.068,455.290812,0.006579,311.253931
36442.5,241.089,454.807176,0.006572,311.267488
36450,241.11,454.324094,0.006564,311.281044
36457.5,241.131,453.841569,0.006557,311.2946
36465,241.152,453.359597,0.006549,311.308155
36472.5,241.173,452.878179,0.006542,311.321709
36480,241.194,452.397315,0.006534,311.335263
36487.5,241.215,451.917002,0.006527,311.348816
36495,241.236,451.437242,0.006519,311.362368
36502.5,241.257,450.958032,0.006512,311.375921
36510,241.278,450.479373,0.006504,311.389472
36517.5,241.299,450.001263,0.006497,311.403023
36525,241.32,449.523703,0.006489,311.416573
36532.5,241.341,449.04669,0.006482,311.430123
36540,241.362,448.570226,0.006474,311.443672
36547.5,241.383,448.094308,0.006467,311.45722
36555,241.404,447.618936,0.00646,311.470768
36562.5,241.425,447.144111,0.006452,311.484315
36570,241.446,446.66983,0.006445,311.497862
36577.5,241.467,446.196093,0.006437,311.511408
36585,241.488,445.7229,0.00643,311.524954
36592.5,241.509,445.250249,0.006423,311.538499
36600,241.53,444.778141,0.006415,311.552043
36607.5,241.551,444.306575,0.006408,311.565587
36615,241.572,443.83555,0.0064,311.57913
36622.5,241.593,443.365064,0.006393,311.592673
36630,241.614,442.895118,0.006386,311.606215
36637.5,241.635,442.425712,0.006379,311.619756
36645,241.656,441.956843,0.006371,311.633297
36652.5,241.677,441.488512,0.006364,311.646837
36660,241.698,441.020718,0.006357,311.660377
36667.5,241.719,440.55346,0.006349,311.673916
36675,241.74,440.086738,0.006342,311.687454
36682.5,241.761,439.62055,0.006335,311.700992
36690,241.782,439.154897,0.006327,311.714529
36697.5,241.803,438.689778,0.00632,311.728066
36705,241.824,438.225191,0.006313,311.741602
36712.5,241.845,437.761137,0.006306,311.755138
36720,241.866,437.297614,0.006299,311.768673
36727.5,241.887,436.834623,0.006291,311.782207
36735,241.908,436.372161,0.006284,311.795741
36742.5,241.929,435.91023,0.006277,311.809274
36750,241.95,435.448827,0.00627,311.822807
36757.5,241.971,434.987953,0.006263,311.836339
36765,241.992,434.527606,0.006255,311.84987
36772.5,242.013,434.067787,0.006248,311.863401
36780,242.034,433.608493,0.006241,311.876931
36787.5,242.055,433.149726,0.006234,311.890461
36795,242.076,432.691484,0.006227,311.90399
36802.5,242.097,432.233766,0.00622,311.917518
36810,242.118,431.776572,0.006213,311.931046
36817.5,242.139,431.319902,0.006205,311.944573
36825,242.16,430.863754,0.006198,311.9581
36832.5,242.181,430.408127,0.006191,311.971626
36840,242.202,429.953022,0.006184,311.985152
36847.5,242.223,429.498438,0.006177,311.998677
36855,242.244,429.044374,0.00617,312.012201
36862.5,242.265,428.590829,0.006163,312.025725
36870,242.286,428.137802,0.006156,312.039248
36877.5,242.307,427.685294,0.006149,312.052771
36885,242.328,427.233303,0.006142,312.066293
36892.5,242.349,426.781829,0.006135,312.079814
36900,242.37,426.330871,0.006128,312.093335
36907.5,242.391,425.880428,0.006121,312.106855
36915,242.412,425.430501,0.006114,312.120375
36922.5,242.433,424.981088,0.006107,312.133894
36930,242.454,424.532188,0.0061,312.147413
36937.5,242.475,424.083801,0.006093,312.160931
36945,242.496,423.635927,0.006086,312.174448
36952.5,242.517,423.188564,0.006079,312.187965
36960,242.538,422.741712,0.006072,312.201481
36967.5,242.559,422.295371,0.006065,312.214997
36975,242.58,421.84954,0.006058,312.228512
36982.5,242.601,421.404218,0.006051,312.242026
36990,242.622,420.959405,0.006044,312.25554
36997.5,242.643,420.515099,0.006037,312.269053
37005,242.664,420.071301,0.006031,312.282566
37012.5,242.685,419.628009,0.006024,312.296078
37020,242.706,419.185224,0.006017,312.309589
37027.5,242.727,418.742944,0.00601,312.3231
37035,242.748,418.301169,0.006003,312.336611
37042.5,242.769,417.859898,0.005996,312.35012
37050,242.79,417.419131,0.005989,312.363629
37057.5,242.811,416.978867,0.005983,312.377138
37065,242.832,416.539105,0.005976,312.390646
37072.5,242.853,416.099845,0.005969,312.404153
37080,242.874,415.661086,0.005962,312.41766
37087.5,242.895,415.222828,0.005955,312.431167
37095,242.916,414.785069,0.005948,312.444672
37102.5,242.937,414.34781,0.005942,312.458177
37110,242.958,413.91105,0.005935,312.471682
37117.5,242.979,413.474787,0.005928,312.485186
37125,243,413.039022,0.005921,312.498689
37132.5,243.021,412.603754,0.005915,312.512192
37140,243.042,412.168982,0.005908,312.525694
37147.5,243.063,411.734706,0.005901,312.539195
37155,243.084,411.300925,0.005894,312.552696
37162.5,243.105,410.867638,0.005888,312.566197
37170,243.126,410.434845,0.005881,312.579697
37177.5,243.147,410.002545,0.005874,312.593196
37185,243.168,409.570738,0.005868,312.606695
37192.5,243.189,409.139423,0.005861,312.620193
37200,243.21,408.708599,0.005854,312.63369
37207.5,243.231,408.278266,0.005848,312.647187
37215,243.252,407.848423,0.005841,312.660683
37222.5,243.273,407.41907,0.005834,312.674179
37230,243.294,406.990206,0.005828,312.687674
37237.5,243.315,406.56183,0.005821,312.701169
37245,243.336,406.133942,0.005814,312.714663
37252.5,243.357,405.706542,0.005808,312.728156
37260,243.378,405.279627,0.005801,312.741649
37267.5,243.399,404.853199,0.005795,312.755141
37275,243.42,404.427257,0.005788,312.768633
37282.5,243.441,404.001799,0.005781,312.782124
37290,243.462,403.576825,0.005775,312.795615
37297.5,243.483,403.152335,0.005768,312.809104
37305,243.504,402.728328,0.005762,312.822594
37312.5,243.525,402.304803,0.005755,312.836083
37320,243.546,401.88176,0.005749,312.849571
37327.5,243.567,401.459199,0.005742,312.863058
37335,243.588,401.037118,0.005735,312.876545
37342.5,243.609,400.615517,0.005729,312.890032
37350,243.63,400.194396,0.005722,312.903518
37357.5,243.651,399.773754,0.005716,312.917003
37365,243.672,399.35359,0.005709,312.930488
37372.5,243.693,398.933904,0.005703,312.943972
37380,243.714,398.514695,0.005696,312.957455
37387.5,243.735,398.095962,0.00569,312.970938
37395,243.756,397.677706,0.005683,312.984421
37402.5,243.777,397.259925,0.005677,312.997902
37410,243.798,396.842619,0.005671,313.011384
37417.5,243.819,396.425787,0.005664,313.024864
37425,243.84,396.009428,0.005658,313.038344
37432.5,243.861,395.593543,0.005651,313.051824
37440,243.882,395.17813,0.005645,313.065303
37447.5,243.903,394.76319,0.005638,313.078781
37455,243.924,394.34872,0.005632,313.092259
37462.5,243.945,393.934722,0.005626,313.105736
37470,243.966,393.521193,0.005619,313.119212
37477.5,243.987,393.108135,0.005613,313.132688
37485,244.008,392.695545,0.005606,313.146164
37492.5,244.029,392.283424,0.0056,313.159638
37500,244.05,391.87177,0.005594,313.173113
37507.5,244.071,391.460584,0.005587,313.186586
37515,244.092,391.049865,0.005581,313.200059
37522.5,244.113,390.639612,0.005575,313.213532
37530,244.134,390.229825,0.005568,313.227004
37537.5,244.155,389.820503,0.005562,313.240475
37545,244.176,389.411645,0.005556,313.253946
37552.5,244.197,389.003251,0.005549,313.267416
37560,244.218,388.59532,0.005543,313.280886
37567.5,244.239,388.187853,0.005537,313.294355
37575,244.26,387.780847,0.005531,313.307823
37582.5,244.281,387.374304,0.005524,313.321291
37590,244.302,386.968221,0.005518,313.334758
37597.5,244.323,386.562599,0.005512,313.348225
37605,244.344,386.157437,0.005506,313.361691
37612.5,244.365,385.752734,0.005499,313.375157
37620,244.386,385.34849,0.005493,313.388622
37627.5,244.407,384.944704,0.005487,313.402086
37635,244.428,384.541377,0.005481,313.41555
37642.5,244.449,384.138506,0.005474,313.429013
37650,244.47,383.736092,0.005468,313.442476
37657.5,244.491,383.334134,0.005462,313.455938
37665,244.512,382.932632,0.005456,313.469399
37672.5,244.533,382.531584,0.00545,313.48286
37680,244.554,382.130991,0.005443,313.496321
37687.5,244.575,381.730852,0.005437,313.50978
37695,244.596,381.331166,0.005431,313.52324
37702.5,244.617,380.931933,0.005425,313.536698
37710,244.638,380.533152,0.005419,313.550156
37717.5,244.659,380.134823,0.005413,313.563614
37725,244.68,379.736944,0.005407,313.577071
37732.5,244.701,379.339517,0.0054,313.590527
37740,244.722,378.942539,0.005394,313.603983
37747.5,244.743,378.546011,0.005388,313.617438
37755,244.764,378.149931,0.005382,313.630892
37762.5,244.785,377.7543,0.005376,313.644346
37770,244.806,377.359117,0.00537,313.6578
37777.5,244.827,376.964381,0.005364,313.671253
37785,244.848,376.570092,0.005358,313.684705
37792.5,244.869,376.176249,0.005352,313.698157
37800,244.89,375.782852,0.005346,313.711608
37807.5,244.911,375.389899,0.00534,313.725058
37815,244.932,374.997392,0.005334,313.738508
37822.5,244.953,374.605328,0.005328,313.751958
37830,244.974,374.213707,0.005322,313.765406
37837.5,244.995,373.82253,0.005316,313.778855
37845,245.016,373.431795,0.00531,313.792302
37852.5,245.037,373.041502,0.005304,313.805749
37860,245.058,372.65165,0.005298,313.819196
37867.5,245.079,372.262239,0.005292,313.832642
37875,245.1,371.873268,0.005286,313.846087
37882.5,245.121,371.484737,0.00528,313.859532
37890,245.142,371.096645,0.005274,313.872976
37897.5,245.163,370.708992,0.005268,313.88642
37905,245.184,370.321777,0.005262,313.899863
37912.5,245.205,369.934999,0.005256,313.913305
37920,245.226,369.548658,0.00525,313.926747
37927.5,245.247,369.162754,0.005244,313.940188
37935,245.268,368.777286,0.005238,313.953629
37942.5,245.289,368.392253,0.005232,313.967069
37950,245.31,368.007656,0.005226,313.980509
37957.5,245.331,367.623492,0.00522,313.993948
37965,245.352,367.239763,0.005214,314.007386
37972.5,245.373,366.856466,0.005208,314.020824
37980,245.394,366.473603,0.005203,314.034262
37987.5,245.415,366.091172,0.005197,314.047698
37995,245.436,365.709173,0.005191,314.061134
38002.5,245.457,365.327605,0.005185,314.07457
38010,245.478,364.946467,0.005179,314.088005
38017.5,245.499,364.56576,0.005173,314.101439
38025,245.52,364.185482,0.005167,314.114873
38032.5,245.541,363.805634,0.005162,314.128306
38040,245.562,363.426214,0.005156,314.141739
38047.5,245.583,363.047222,0.00515,314.155171
38055,245.604,362.668658,0.005144,314.168603
38062.5,245.625,362.290521,0.005138,314.182034
38070,245.646,361.912811,0.005133,314.195464
38077.5,245.667,361.535526,0.005127,314.208894
38085,245.688,361.158667,0.005121,314.222323
38092.5,245.709,360.782233,0.005115,314.235752
38100,245.73,360.406224,0.005109,314.24918
38107.5,245.751,360.030638,0.005104,314.262608
38115,245.772,359.655476,0.005098,314.276035
38122.5,245.793,359.280737,0.005092,314.289461
38130,245.814,358.90642,0.005086,314.302887
38137.5,245.835,358.532525,0.005081,314.316312
38145,245.856,358.159052,0.005075,314.329737
38152.5,245.877,357.785999,0.005069,314.343161
38160,245.898,357.413367,0.005064,314.356584
38167.5,245.919,357.041155,0.005058,314.370007
38175,245.94,356.669362,0.005052,314.38343
38182.5,245.961,356.297987,0.005046,314.396851
38190,245.982,355.927032,0.005041,314.410273
38197.5,246.003,355.556494,0.005035,314.423693
38205,246.024,355.186373,0.005029,314.437113
38212.5,246.045,354.816669,0.005024,314.450533
38220,246.066,354.447382,0.005018,314.463952
38227.5,246.087,354.07851,0.005012,314.47737
38235,246.108,353.710054,0.005007,314.490788
38242.5,246.129,353.342012,0.005001,314.504205
38250,246.15,352.974385,0.004996,314.517622
38257.5,246.171,352.607172,0.00499,314.531038
38265,246.192,352.240371,0.004984,314.544453
38272.5,246.213,351.873984,0.004979,314.557868
38280,246.234,351.508009,0.004973,314.571282
38287.5,246.255,351.142446,0.004967,314.584696
38295,246.276,350.777294,0.004962,314.598109
38302.5,246.297,350.412553,0.004956,314.611522
38310,246.318,350.048222,0.004951,314.624934
38317.5,246.339,349.684301,0.004945,314.638346
38325,246.36,349.320789,0.00494,314.651757
38332.5,246.381,348.957687,0.004934,314.665167
38340,246.402,348.594992,0.004929,314.678577
38347.5,246.423,348.232705,0.004923,314.691986
38355,246.444,347.870826,0.004917,314.705395
38362.5,246.465,347.509354,0.004912,314.718803
38370,246.486,347.148287,0.004906,314.73221
38377.5,246.507,346.787627,0.004901,314.745617
38385,246.528,346.427372,0.004895,314.759023
38392.5,246.549,346.067522,0.00489,314.772429
38400,246.57,345.708077,0.004884,314.785834
38407.5,246.591,345.349035,0.004879,314.799239
38415,246.612,344.990397,0.004873,314.812643
38422.5,246.633,344.632161,0.004868,314.826047
38430,246.654,344.274328,0.004862,314.839449
38437.5,246.675,343.916897,0.004857,314.852852
38445,246.696,343.559868,0.004852,314.866254
38452.5,246.717,343.203239,0.004846,314.879655
38460,246.738,342.847011,0.004841,314.893055
38467.5,246.759,342.491183,0.004835,314.906456
38475,246.78,342.135755,0.00483,314.919855
38482.5,246.801,341.780725,0.004824,314.933254
38490,246.822,341.426094,0.004819,314.946652
38497.5,246.843,341.071862,0.004814,314.96005
38505,246.864,340.718027,0.004808,314.973447
38512.5,246.885,340.364589,0.004803,314.986844
38520,246.906,340.011547,0.004797,315.00024
38527.5,246.927,339.658902,0.004792,315.013636
38535,246.948,339.306652,0.004787,315.02703
38542.5,246.969,338.954798,0.004781,315.040425
38550,246.99,338.603339,0.004776,315.053819
38557.5,247.011,338.252273,0.00477,315.067212
38565,247.032,337.901602,0.004765,315.080605
38572.5,247.053,337.551324,0.00476,315.093997
38580,247.074,337.201438,0.004754,315.107388
38587.5,247.095,336.851945,0.004749,315.120779
38595,247.116,336.502844,0.004744,315.13417
38602.5,247.137,336.154134,0.004738,315.147559
38610,247.158,335.805816,0.004733,315.160949
38617.5,247.179,335.457887,0.004728,315.174337
38625,247.2,335.110349,0.004723,315.187725
38632.5,247.221,334.7632,0.004717,315.201113
38640,247.242,334.416441,0.004712,315.2145
38647.5,247.263,334.070069,0.004707,315.227886
38655,247.284,333.724086,0.004701,315.241272
38662.5,247.305,333.378491,0.004696,315.254657
38670,247.326,333.033283,0.004691,315.268042
38677.5,247.347,332.688462,0.004686,315.281426
38685,247.368,332.344026,0.00468,315.29481
38692.5,247.389,331.999977,0.004675,315.308193
38700,247.41,331.656313,0.00467,315.321575
38707.5,247.431,331.313034,0.004665,315.334957
38715,247.452,330.970139,0.004659,315.348338
38722.5,247.473,330.627628,0.004654,315.361719
38730,247.494,330.285501,0.004649,315.375099
38737.5,247.515,329.943756,0.004644,315.388479
38745,247.536,329.602395,0.004639,315.401858
38752.5,247.557,329.261415,0.004633,315.415236
38760,247.578,328.920817,0.004628,315.428614
38767.5,247.599,328.5806,0.004623,315.441992
38775,247.62,328.240764,0.004618,315.455368
38782.5,247.641,327.901308,0.004613,315.468745
38790,247.662,327.562231,0.004608,315.48212
38797.5,247.683,327.223535,0.004602,315.495495
38805,247.704,326.885217,0.004597,315.50887
38812.5,247.725,326.547277,0.004592,315.522244
38820,247.746,326.209715,0.004587,315.535617
38827.5,247.767,325.872531,0.004582,315.54899
38835,247.788,325.535724,0.004577,315.562362
38842.5,247.809,325.199294,0.004572,315.575734
38850,247.83,324.86324,0.004567,315.589105
38857.5,247.851,324.527561,0.004561,315.602475
38865,247.872,324.192258,0.004556,315.615845
38872.5,247.893,323.85733,0.004551,315.629215
38880,247.914,323.522775,0.004546,315.642583
38887.5,247.935,323.188595,0.004541,315.655952
38895,247.956,322.854788,0.004536,315.669319
38902.5,247.977,322.521355,0.004531,315.682686
38910,247.998,322.188293,0.004526,315.696053
38917.5,248.019,321.855604,0.004521,315.709419
38925,248.04,321.523287,0.004516,315.722784
38932.5,248.061,321.19134,0.004511,315.736149
38940,248.082,320.859765,0.004506,315.749514
38947.5,248.103,320.52856,0.004501,315.762877
38955,248.124,320.197725,0.004496,315.77624
38962.5,248.145,319.867259,0.004491,315.789603
38970,248.166,319.537162,0.004486,315.802965
38977.5,248.187,319.207433,0.004481,315.816326
38985,248.208,318.878073,0.004476,315.829687
38992.5,248.229,318.549081,0.004471,315.843048
39000,248.25,318.220455,0.004466,315.856407
39007.5,248.271,317.892197,0.004461,315.869767
39015,248.292,317.564304,0.004456,315.883125
39022.5,248.313,317.236778,0.004451,315.896483
39030,248.334,316.909617,0.004446,315.909841
39037.5,248.355,316.582821,0.004441,315.923198
39045,248.376,316.25639,0.004436,315.936554
39052.5,248.397,315.930323,0.004431,315.94991
39060,248.418,315.604619,0.004426,315.963265
39067.5,248.439,315.279279,0.004421,315.97662
39075,248.46,314.954302,0.004416,315.989974
39082.5,248.481,314.629687,0.004411,316.003328
39090,248.502,314.305434,0.004406,316.016681
39097.5,248.523,313.981542,0.004401,316.030033
39105,248.544,313.658012,0.004396,316.043385
39112.5,248.565,313.334842,0.004391,316.056736
39120,248.586,313.012033,0.004387,316.070087
39127.5,248.607,312.689583,0.004382,316.083437
39135,248.628,312.367493,0.004377,316.096787
39142.5,248.649,312.045761,0.004372,316.110136
39150,248.67,311.724388,0.004367,316.123484
39157.5,248.691,311.403373,0.004362,316.136832
39165,248.712,311.082716,0.004357,316.15018
39172.5,248.733,310.762416,0.004352,316.163526
39180,248.754,310.442473,0.004348,316.176873
39187.5,248.775,310.122886,0.004343,316.190218
39195,248.796,309.803655,0.004338,316.203563
39202.5,248.817,309.48478,0.004333,316.216908
39210,248.838,309.16626,0.004328,316.230252
39217.5,248.859,308.848094,0.004323,316.243595
39225,248.88,308.530283,0.004319,316.256938
39232.5,248.901,308.212825,0.004314,316.27028
39240,248.922,307.895721,0.004309,316.283622
39247.5,248.943,307.57897,0.004304,316.296963
39255,248.964,307.262571,0.004299,316.310304
39262.5,248.985,306.946525,0.004295,316.323644
39270,249.006,306.63083,0.00429,316.336983
39277.5,249.027,306.315486,0.004285,316.350322
39285,249.048,306.000493,0.00428,316.363661
39292.5,249.069,305.685851,0.004276,316.376998
39300,249.09,305.371559,0.004271,316.390336
39307.5,249.111,305.057616,0.004266,316.403672
39315,249.132,304.744023,0.004261,316.417008
39322.5,249.153,304.430778,0.004257,316.430344
39330,249.174,304.117881,0.004252,316.443679
39337.5,249.195,303.805333,0.004247,316.457013
39345,249.216,303.493132,0.004242,316.470347
39352.5,249.237,303.181278,0.004238,316.48368
39360,249.258,302.869771,0.004233,316.497013
39367.5,249.279,302.55861,0.004228,316.510345
39375,249.3,302.247795,0.004224,316.523677
39382.5,249.321,301.937325,0.004219,316.537008
39390,249.342,301.6272,0.004214,316.550338
39397.5,249.363,301.31742,0.004209,316.563668
39405,249.384,301.007985,0.004205,316.576998
39412.5,249.405,300.698893,0.0042,316.590327
39420,249.426,300.390144,0.004195,316.603655
39427.5,249.447,300.081738,0.004191,316.616982
39435,249.468,299.773675,0.004186,316.63031
39442.5,249.489,299.465954,0.004182,316.643636
39450,249.51,299.158575,0.004177,316.656962
39457.5,249.531,298.851537,0.004172,316.670288
39465,249.552,298.54484,0.004168,316.683612
39472.5,249.573,298.238484,0.004163,316.696937
39480,249.594,297.932467,0.004158,316.71026
39487.5,249.615,297.626791,0.004154,316.723584
39495,249.636,297.321453,0.004149,316.736906
39502.5,249.657,297.016455,0.004145,316.750228
39510,249.678,296.711795,0.00414,316.76355
39517.5,249.699,296.407473,0.004135,316.776871
39525,249.72,296.103489,0.004131,316.790191
39532.5,249.741,295.799842,0.004126,316.803511
39540,249.762,295.496532,0.004122,316.81683
39547.5,249.783,295.193558,0.004117,316.830149
39555,249.804,294.89092,0.004112,316.843467
39562.5,249.825,294.588619,0.004108,316.856785
39570,249.846,294.286652,0.004103,316.870102
39577.5,249.867,293.98502,0.004099,316.883418
39585,249.888,293.683723,0.004094,316.896734
39592.5,249.909,293.38276,0.00409,316.910049
39600,249.93,293.08213,0.004085,316.923364
39607.5,249.951,292.781834,0.004081,316.936678
39615,249.972,292.481871,0.004076,316.949992
39622.5,249.993,292.18224,0.004072,316.963305
39630,250.014,291.882941,0.004067,316.976618
39637.5,250.035,291.583974,0.004063,316.98993
39645,250.056,291.285338,0.004058,317.003241
39652.5,250.077,290.987034,0.004054,317.016552
39660,250.098,290.689059,0.004049,317.029862
39667.5,250.119,290.391415,0.004045,317.043172
39675,250.14,290.0941,0.00404,317.056481
39682.5,250.161,289.797115,0.004036,317.06979
39690,250.182,289.500459,0.004031,317.083098
39697.5,250.203,289.204131,0.004027,317.096406
39705,250.224,288.908131,0.004022,317.109713
39712.5,250.245,288.61246,0.004018,317.123019
39720,250.266,288.317115,0.004013,317.136325
39727.5,250.287,288.022098,0.004009,317.14963
39735,250.308,287.727407,0.004004,317.162935
39742.5,250.329,287.433042,0.004,317.176239
39750,250.35,287.139003,0.003996,317.189543
39757.5,250.371,286.845289,0.003991,317.202846
39765,250.392,286.551901,0.003987,317.216148
39772.5,250.413,286.258837,0.003982,317.22945
39780,250.434,285.966098,0.003978,317.242752
39787.5,250.455,285.673682,0.003974,317.256052
39795,250.476,285.38159,0.003969,317.269353
39802.5,250.497,285.089821,0.003965,317.282652
39810,250.518,284.798374,0.00396,317.295951
39817.5,250.539,284.50725,0.003956,317.30925
39825,250.56,284.216448,0.003952,317.322548
39832.5,250.581,283.925968,0.003947,317.335846
39840,250.602,283.635808,0.003943,317.349143
39847.5,250.623,283.34597,0.003939,317.362439
39855,250.644,283.056452,0.003934,317.375735
39862.5,250.665,282.767254,0.00393,317.38903
39870,250.686,282.478375,0.003925,317.402325
39877.5,250.707,282.189816,0.003921,317.415619
39885,250.728,281.901576,0.003917,317.428912
39892.5,250.749,281.613654,0.003912,317.442205
39900,250.77,281.326051,0.003908,317.455498
39907.5,250.791,281.038765,0.003904,317.46879
39915,250.812,280.751797,0.0039,317.482081
39922.5,250.833,280.465146,0.003895,317.495372
39930,250.854,280.178811,0.003891,317.508662
39937.5,250.875,279.892792,0.003887,317.521952
39945,250.896,279.60709,0.003882,317.535241
39952.5,250.917,279.321703,0.003878,317.54853
39960,250.938,279.036631,0.003874,317.561818
39967.5,250.959,278.751874,0.003869,317.575105
39975,250.98,278.467431,0.003865,317.588392
39982.5,251.001,278.183302,0.003861,317.601678
39990,251.022,277.899487,0.003857,317.614964
39997.5,251.043,277.615985,0.003852,317.628249
40005,251.064,277.332796,0.003848,317.641534
40012.5,251.085,277.04992,0.003844,317.654818
40020,251.106,276.767355,0.00384,317.668102
40027.5,251.127,276.485103,0.003835,317.681385
40035,251.148,276.203162,0.003831,317.694667
40042.5,251.169,275.921532,0.003827,317.707949
40050,251.19,275.640212,0.003823,317.72123
40057.5,251.211,275.359203,0.003819,317.734511
40065,251.232,275.078504,0.003814,317.747792
40072.5,251.253,274.798115,0.00381,317.761071
40080,251.274,274.518034,0.003806,317.77435
40087.5,251.295,274.238263,0.003802,317.787629
40095,251.316,273.9588,0.003798,317.800907
40102.5,251.337,273.679645,0.003793,317.814184
40110,251.358,273.400797,0.003789,317.827461
40117.5,251.379,273.122258,0.003785,317.840738
40125,251.4,272.844025,0.003781,317.854013
40132.5,251.421,272.566099,0.003777,317.867289
40140,251.442,272.288479,0.003773,317.880563
40147.5,251.463,272.011165,0.003768,317.893838
40155,251.484,271.734156,0.003764,317.907111
40162.5,251.505,271.457453,0.00376,317.920384
40170,251.526,271.181054,0.003756,317.933657
40177.5,251.547,270.904961,0.003752,317.946929
40185,251.568,270.629171,0.003748,317.9602
40192.5,251.589,270.353685,0.003744,317.973471
40200,251.61,270.078502,0.003739,317.986741
40207.5,251.631,269.803622,0.003735,318.000011
40215,251.652,269.529045,0.003731,318.01328
40222.5,251.673,269.25477,0.003727,318.026548
40230,251.694,268.980798,0.003723,318.039817
40237.5,251.715,268.707127,0.003719,318.053084
40245,251.736,268.433757,0.003715,318.066351
40252.5,251.757,268.160688,0.003711,318.079617
40260,251.778,267.887919,0.003707,318.092883
40267.5,251.799,267.615451,0.003703,318.106148
40275,251.82,267.343282,0.003698,318.119413
40282.5,251.841,267.071413,0.003694,318.132677
40290,251.862,266.799843,0.00369,318.145941
40297.5,251.883,266.528572,0.003686,318.159204
40305,251.904,266.257599,0.003682,318.172467
40312.5,251.925,265.986925,0.003678,318.185729
40320,251.946,265.716548,0.003674,318.19899
40327.5,251.967,265.446468,0.00367,318.212251
40335,251.988,265.176685,0.003666,318.225511
40342.5,252.009,264.907199,0.003662,318.238771
40350,252.03,264.638009,0.003658,318.25203
40357.5,252.051,264.369115,0.003654,318.265289
40365,252.072,264.100517,0.00365,318.278547
40372.5,252.093,263.832214,0.003646,318.291804
40380,252.114,263.564206,0.003642,318.305061
40387.5,252.135,263.296492,0.003638,318.318318
40395,252.156,263.029073,0.003634,318.331574
40402.5,252.177,262.761947,0.00363,318.344829
40410,252.198,262.495115,0.003626,318.358084
40417.5,252.219,262.228576,0.003622,318.371338
40425,252.24,261.96233,0.003618,318.384592
40432.5,252.261,261.696376,0.003614,318.397845
40440,252.282,261.430715,0.00361,318.411097
